#This file was generated on Sun Feb  5 20:24:28 2023
#Using the somd command, of the molecular library Sire version <2023.1.1> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 1250 moves, 10 cycles and 50 ps of simulation time
#Generating lambda is		 0.62500
#Alchemical array is     (0.0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0)
#Generating temperature is 	298 K
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
250 -1.24880642e+04 1.56788451e+01 9.84342368e-01 1.01569812e+00 9.892888941293839e+01 1.704617432496197e+01 -7.043886611577417e+00 -1.584995006830294e+01 -1.900701600039923e+01 -1.865320347722315e+01 -1.505665982472400e+01 -7.995519380199307e+00 2.903373426725018e+00
500 -1.24050580e+04 -4.21340855e+00 1.00412011e+00 9.95694129e-01 4.638981207355468e+01 2.438566770492194e+01 1.248175665113759e+01 4.847533503577911e+00 1.005070697115544e-01 -1.879316947284301e+00 -8.459054192582572e-01 3.551385374595916e+00 1.171180623086085e+01
750 -1.23502234e+04 1.00847713e+01 9.89882955e-01 1.01005115e+00 2.431220607331211e+01 1.120638337605491e+01 2.995854219163624e+00 -2.370490128181487e+00 -5.234136808283066e+00 -5.417775106238164e+00 -2.589398365734965e+00 3.626537466688736e+00 1.363350749153826e+01
1000 -1.22780913e+04 4.81685856e+00 9.95099309e-01 1.00473214e+00 1.437015588841724e+01 -5.021626484247240e+00 -1.537934796243041e+01 -2.175061879459942e+01 -2.532417015392943e+01 -2.616483846348277e+01 -2.400663086090517e+01 -1.848887340789879e+01 -9.205511648749823e+00
1250 -1.22677080e+04 1.47938871e+01 9.85197703e-01 1.01478303e+00 5.912546019411717e+00 -6.370793559384760e+00 -1.409005231152030e+01 -1.900849160244263e+01 -2.138597730322765e+01 -2.101838503194756e+01 -1.756273093862351e+01 -1.063768351201061e+01 1.647625454262346e-01
1500 -1.21784002e+04 2.35597076e+01 9.76606330e-01 1.02372483e+00 1.214747436234281e+01 -2.432890050796963e+00 -1.034435307330561e+01 -1.474525065938102e+01 -1.629665872551830e+01 -1.491398561838396e+01 -1.029111678899727e+01 -2.059000104377360e+00 1.018716597260629e+01
1750 -1.20801893e+04 -5.40869113e+00 1.00532399e+00 9.94507626e-01 2.569903662155632e+01 5.678775634712665e+00 -5.716690178478796e+00 -1.325969728549949e+01 -1.805998792956566e+01 -2.016305544873765e+01 -1.930086236259813e+01 -1.511505626304134e+01 -7.203442930127983e+00
2000 -1.20070982e+04 1.30376763e+01 9.86942834e-01 1.01301617e+00 9.057654794755412e+01 3.777458214798214e+01 1.979810128684311e+01 1.210726987745126e+01 8.907667803626831e+00 8.964445017175061e+00 1.223444848871702e+01 1.899627158285334e+01 2.963626204423038e+01
2250 -1.19478669e+04 -1.83754401e+01 1.01844345e+00 9.81694174e-01 7.150925194536902e+01 3.391638713320704e+01 1.680451215318032e+01 6.660261149520890e+00 6.508935153091785e-02 -3.666180833875359e+00 -4.446357578859007e+00 -1.967865739548773e+00 4.162543789313050e+00
2500 -1.18835967e+04 2.22138600e+01 9.77928689e-01 1.02235541e+00 2.993084015740365e+01 8.509455470055640e+00 -1.369512244374611e+00 -6.367930338754234e+00 -8.153412365170716e+00 -6.935653973596577e+00 -2.493118186727133e+00 5.521157092070259e+00 1.751087118931975e+01
2750 -1.18213374e+04 2.40493858e+01 9.76133501e-01 1.02423178e+00 2.291185782180774e+01 1.225606799310158e+01 5.453199668136467e+00 1.364522155651284e+00 -8.473634875508161e-02 1.359915859508663e+00 6.050885910548838e+00 1.436688161249921e+01 2.670829927247915e+01
3000 -1.18178066e+04 6.84630435e-01 9.99202565e-01 1.00057167e+00 1.080714761046685e+02 4.728640609654811e+01 2.588932805183241e+01 1.627683257126656e+01 1.154574663313784e+01 1.009481524773287e+01 1.176473410688468e+01 1.679838569113997e+01 2.557613232954559e+01
3250 -1.17640322e+04 2.38355509e+00 9.97511577e-01 1.00227818e+00 5.466225070261991e+01 3.046207895891102e+01 1.824225564076753e+01 1.099210952922384e+01 6.901731671765283e+00 5.704689894707043e+00 7.598203361735499e+00 1.291655385058359e+01 2.205865361364108e+01
3500 -1.17518649e+04 -7.82688844e+00 1.00776727e+00 9.92114735e-01 6.869451574442566e+01 4.038994034773097e+01 2.659289732985713e+01 1.825917135716142e+01 1.308272348725587e+01 1.067862239622643e+01 1.122234990089771e+01 1.505092008362514e+01 2.257140728524280e+01
3750 -1.17698454e+04 1.84693430e+01 9.81593941e-01 1.01853073e+00 3.880150105216814e+01 2.208312878243981e+01 1.320003409511938e+01 8.149438434211618e+00 6.006132513294345e+00 6.773964967593465e+00 1.073586503784259e+01 1.825551521172673e+01 2.974099477866238e+01
4000 -1.16520076e+04 2.15167672e+01 9.78588149e-01 1.02161951e+00 8.188471308630855e+01 4.326791511039121e+01 2.836316425341355e+01 2.175714430610748e+01 1.941052386288737e+01 2.043758838206038e+01 2.486046715963727e+01 3.296383180563743e+01 4.513602862965180e+01
4250 -1.15922544e+04 -3.90080965e+00 1.00378280e+00 9.95982142e-01 2.117573467103882e+02 7.306135419759937e+01 3.198787434217785e+01 1.652997089075074e+01 9.691245948584822e+00 7.346268806349721e+00 8.653802018710005e+00 1.365350487540534e+01 2.265586524273730e+01
4500 -1.15539252e+04 2.46361719e+01 9.75555442e-01 1.02482725e+00 1.035863543732455e+02 3.746135673778789e+01 1.611852591823205e+01 8.095313989814974e+00 5.651895115041452e+00 6.976176562877726e+00 1.184365207256010e+01 2.046929704784605e+01 3.321872099330386e+01
4750 -1.14232070e+04 -2.76761825e+01 1.02796033e+00 9.72606408e-01 7.912098523688715e+01 4.599535623518186e+01 2.936730164188520e+01 1.868004762150966e+01 1.119122198929881e+01 6.376566449628783e+00 4.359591210865394e+00 5.453009012135126e+00 1.004841636042242e+01
5000 -1.14294805e+04 1.77501359e+01 9.82286533e-01 1.01778433e+00 7.019634918416017e+01 1.786527510651904e+01 -7.264015507690210e-01 -8.556400732395876e+00 -1.151873363619274e+01 -1.097583277909976e+01 -7.028184070867144e+00 5.808326104201204e-01 1.223674063730130e+01
