#This file was generated on Sun Feb  5 20:24:19 2023
#Using the somd command, of the molecular library Sire version <2023.1.1> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 1250 moves, 10 cycles and 50 ps of simulation time
#Generating lambda is		 0.87500
#Alchemical array is     (0.0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0)
#Generating temperature is 	298 K
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
250 -1.25623207e+04 2.86978719e+00 9.97015788e-01 1.00275469e+00 5.937696660491329e+01 3.613417573387307e+01 2.133409465682962e+01 9.992109465281709e+00 9.839293288280082e-01 -5.731379437311240e+00 -9.883567166568428e+00 -1.111385341296436e+01 -9.021766756365642e+00
500 -1.25198527e+04 3.08353505e+01 9.69523231e-01 1.03119658e+00 3.334578537083904e+01 1.511270940825078e+01 3.245864959347326e+00 -5.501287523439241e+00 -1.182243810579773e+01 -1.564545272423811e+01 -1.666916027712769e+01 -1.452639119197016e+01 -8.813447176587680e+00
750 -1.23688976e+04 9.06620409e+00 9.90860229e-01 1.00899079e+00 7.442210350782422e+01 4.477722653862421e+01 2.863899133630360e+01 1.722206571097766e+01 8.537798803124549e+00 2.328622248314649e+00 -1.196054830505191e+00 -1.698622669081570e+00 1.209610143068782e+00
1000 -1.23332398e+04 7.64911293e+00 9.92260249e-01 1.00755678e+00 5.096173995043967e+01 3.149078208040479e+01 1.777545644380429e+01 6.890873726412707e+00 -1.758409727644481e+00 -8.073723431554864e+00 -1.175011129508220e+01 -1.242328188469965e+01 -9.695386133122550e+00
1250 -1.22639859e+04 8.30539805e+00 9.91581500e-01 1.00819002e+00 5.571948801673245e+01 3.525269723721032e+01 2.136296668595518e+01 1.053179960296834e+01 1.991191810318929e+00 -4.211367877725740e+00 -7.785401624717481e+00 -8.369612468974909e+00 -5.566594124179616e+00
1500 -1.21809021e+04 -6.45149037e+00 1.00634309e+00 9.93441678e-01 1.958959311175554e+02 7.992869767733310e+01 4.152370756793778e+01 2.297562748454207e+01 1.103935090599025e+01 2.611623122572635e+00 -2.870586162003161e+00 -5.297446182323141e+00 -4.355103211000863e+00
1750 -1.20932424e+04 1.10100834e+01 9.88941773e-01 1.01095997e+00 7.013174847323403e+01 3.291351293173384e+01 1.473048420631387e+01 2.977712629764352e+00 -5.558345530578193e+00 -1.150892527280245e+01 -1.476847613295641e+01 -1.502031175345853e+01 -1.186494651077191e+01
2000 -1.19871363e+04 -1.64821156e+01 1.01648995e+00 9.83528400e-01 1.973537757900925e+02 9.246566677906043e+01 5.633827477385461e+01 3.801067421649685e+01 2.562439365517939e+01 1.641262358818438e+01 9.920555572722545e+00 6.311469627728107e+00 5.942001528410294e+00
2250 -1.19267668e+04 1.79449732e+00 9.98099424e-01 1.00168803e+00 5.085380982753838e+01 2.397621729660251e+01 7.883836043779675e+00 -3.968697521647611e+00 -1.323646869186810e+01 -2.013252648655586e+01 -2.443872135707423e+01 -2.580988008518542e+01 -2.384383166253150e+01
2500 -1.18967124e+04 -7.61482074e+00 1.00752833e+00 9.92300287e-01 7.617837955396219e+01 4.929802759871767e+01 3.256505523803371e+01 1.983491710319124e+01 9.587027239860253e+00 1.649488324821290e+00 -3.750612308613068e+00 -6.270038569187553e+00 -5.510019244333121e+00
