#This file was generated on Sun Feb  5 20:24:28 2023
#Using the somd command, of the molecular library Sire version <2023.1.1> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 1250 moves, 10 cycles and 50 ps of simulation time
#Generating lambda is		 0.50000
#Alchemical array is     (0.0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0)
#Generating temperature is 	298 K
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
250 -1.25397602e+04 1.44760708e+01 9.85526040e-01 1.01447619e+00 -5.816762606647561e+00 -1.759040995988463e+01 -2.335449626224484e+01 -2.578839279057481e+01 -2.540862931065829e+01 -2.208319319789523e+01 -1.548794161302425e+01 -5.244973452779386e+00 9.055741636975069e+00
500 -1.24638733e+04 2.53026168e+01 9.74904403e-01 1.02550931e+00 1.739633896262674e+00 -7.991533967260413e+00 -1.235798499921477e+01 -1.353194887332207e+01 -1.184642744257770e+01 -7.112806318659890e+00 1.005368194241309e+00 1.288445189732605e+01 2.892550551235586e+01
750 -1.23690167e+04 2.47735021e+01 9.75417058e-01 1.02496335e+00 -8.352439531304084e-01 -1.307434307509922e+01 -1.831512346191432e+01 -1.981814868508516e+01 -1.825609810272604e+01 -1.354564154049059e+01 -5.381911874028019e+00 6.602362870178029e+00 2.280879020279562e+01
1000 -1.23056047e+04 2.00114267e+01 9.80090045e-01 1.02011159e+00 -2.451672308710333e+01 -3.306365699175651e+01 -3.761670713281150e+01 -3.933529956308760e+01 -3.829077749638810e+01 -3.422332635824100e+01 -2.677669421585178e+01 -1.556929265157131e+01 -1.984242663814677e-01
1250 -1.22099864e+04 1.95589038e+00 9.97960476e-01 1.00187192e+00 2.571134071610685e+01 6.397209099604953e+00 -2.441994818237020e+00 -6.768762301957278e+00 -7.992140195313336e+00 -6.233449193424323e+00 -1.242583100894348e+00 7.336293215696800e+00 1.990725882877982e+01
1500 -1.21048784e+04 1.58961213e+01 9.84113392e-01 1.01590322e+00 1.523594195214226e+01 -7.747817194893074e+00 -1.660908264951075e+01 -1.979466037258279e+01 -1.941745076880986e+01 -1.580739846034999e+01 -8.778624322284129e+00 2.003188580225011e+00 1.693463424996686e+01
1750 -1.20450874e+04 4.61516998e+00 9.95300168e-01 1.00452966e+00 3.516103491256469e+00 -1.046332360716034e+01 -1.764687168501441e+01 -2.130219432984785e+01 -2.213545866067453e+01 -2.007000357748224e+01 -1.479406406950223e+01 -5.929506271261673e+00 6.942452299562423e+00
2000 -1.19909237e+04 1.48215685e+01 9.85164833e-01 1.01480536e+00 1.415157317699423e+01 -8.643849708746592e+00 -1.754432794244667e+01 -2.082208097407222e+01 -2.056687520363417e+01 -1.710295482667387e+01 -1.023995699297252e+01 3.610900807476216e-01 1.510411270704423e+01
2250 -1.19498223e+04 -1.07459113e+01 1.01070816e+00 9.89217962e-01 6.087116047550033e+01 2.020670222017655e+01 4.339380647446938e+00 -3.083966693774845e+00 -6.184935831862335e+00 -5.842934595802292e+00 -2.034725973729776e+00 5.518263464374030e+00 1.719235197464413e+01
2500 -1.18885033e+04 1.31608426e+01 9.86820179e-01 1.01313982e+00 4.037289872237702e+00 -1.134343714049715e+01 -1.830168243933644e+01 -2.117882697373558e+01 -2.101190148624410e+01 -1.782942467358684e+01 -1.135458389264053e+01 -1.221999011485794e+00 1.298118349535781e+01
2750 -1.18334001e+04 7.91024234e+00 9.91992773e-01 1.00781138e+00 6.628318577976131e+01 3.592065649873501e+00 -1.625649190706174e+01 -2.299867919046601e+01 -2.407238197287505e+01 -2.123128614381581e+01 -1.468819940409001e+01 -4.226349505924702e+00 1.052132406563799e+01
3000 -1.17264824e+04 2.49485318e+01 9.75255780e-01 1.02515268e+00 2.597964585042935e+01 8.696026078033173e-02 -8.862701292379732e+00 -1.133185695290076e+01 -9.926643914317346e+00 -5.102060876181740e+00 3.297123442081735e+00 1.559930622254432e+01 3.220516538320035e+01
3250 -1.16926400e+04 -1.75630779e+01 1.01760028e+00 9.82476388e-01 1.125118607683331e+02 4.232498638389045e+01 1.934839058677328e+01 9.892713160669020e+00 5.828546752234201e+00 5.282941343630356e+00 8.029431982521739e+00 1.429026221391215e+01 2.443691485421281e+01
3500 -1.16561470e+04 2.34619129e+01 9.76702196e-01 1.02362509e+00 4.287374026526412e+01 1.327621182929438e+01 3.592556227836619e+00 9.238341913917725e-01 2.169139864581156e+00 6.769504972030839e+00 1.485969074147470e+01 2.676615359981542e+01 4.288759868716664e+01
3750 -1.15923117e+04 1.68483422e+01 9.83181903e-01 1.01687638e+00 1.947069469513282e+01 3.935727670785931e+00 -2.799465179753168e+00 -5.327214938711460e+00 -4.733730229063933e+00 -1.054918536384528e+00 5.986921075550849e+00 1.675915307225095e+01 3.167492917429753e+01
4000 -1.15575253e+04 1.41762317e+01 9.85817954e-01 1.01416832e+00 3.609497137279052e+01 2.213471976485683e+01 1.554152316424010e+01 1.274215674757457e+01 1.299322157760901e+01 1.636150884300256e+01 2.314725884408459e+01 3.371551383527530e+01 4.846709983129193e+01
4250 -1.15475079e+04 2.57342131e+01 9.74499946e-01 1.02596908e+00 2.967105097877496e+01 1.612051722858602e+01 1.055132895763310e+01 9.010846379486441e+00 1.065366131782803e+01 1.551710193919238e+01 2.389286559790019e+01 3.614386367052870e+01 5.267172355698724e+01
4500 -1.14652136e+04 9.69441322e+00 9.90249909e-01 1.00963703e+00 3.720080307500682e+01 2.431718257050723e+01 1.786385675293975e+01 1.483884034260949e+01 1.463095412891061e+01 1.734534832830733e+01 2.329901497938907e+01 3.286837053773316e+01 4.646522351546071e+01
4750 -1.14797332e+04 -1.29499193e+01 1.01293162e+00 9.87033674e-01 6.434798194422117e+01 3.485852330269968e+01 2.209464472239282e+01 1.552373423618845e+01 1.241821744798211e+01 1.226861437704712e+01 1.521230305033592e+01 2.157424559935330e+01 3.175622436481007e+01
5000 -1.13907349e+04 -2.66059394e+00 1.00255624e+00 9.97235621e-01 5.310811154301368e+01 2.339702066737539e+01 1.143342730323281e+01 5.957106727443342e+00 4.085111711797967e+00 5.276835036267244e+00 9.666856374292614e+00 1.758374584200250e+01 2.943443913737788e+01
